"","commarea","year","crash_type","crashes","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident"
"1459","NORWOOD PARK","2010","PEDESTRIAN",13,12,0,3,5,4
"1460","NORWOOD PARK","2010","Vehicle/Other",1111,250,3,25,105,120
"1461","NORWOOD PARK","2011","PEDALCYCLIST",14,13,0,0,6,7
"1462","NORWOOD PARK","2011","PEDESTRIAN",14,14,0,3,7,4
"1463","NORWOOD PARK","2011","Vehicle/Other",1044,210,2,23,101,86
"1464","NORWOOD PARK","2012","PEDALCYCLIST",15,15,0,2,8,5
"1465","NORWOOD PARK","2012","PEDESTRIAN",15,14,0,1,8,5
"1466","NORWOOD PARK","2012","Vehicle/Other",1067,181,3,17,80,84
"1467","NORWOOD PARK","2013","PEDALCYCLIST",23,22,0,2,12,8
"1468","NORWOOD PARK","2013","PEDESTRIAN",15,16,0,0,14,2
"1469","NORWOOD PARK","2013","Vehicle/Other",1241,220,0,25,103,92
"1470","NORWOOD PARK","2014","PEDALCYCLIST",12,10,0,0,8,2
"1471","NORWOOD PARK","2014","PEDESTRIAN",13,14,0,2,10,2
"1472","NORWOOD PARK","2014","Vehicle/Other",1276,222,3,19,113,90
"1473","NORWOOD PARK","2015","PEDALCYCLIST",13,14,0,2,10,2
"1474","NORWOOD PARK","2015","PEDESTRIAN",23,23,0,5,13,5
"1475","NORWOOD PARK","2015","Vehicle/Other",1245,235,3,28,131,76
"1476","NORWOOD PARK","2016","PEDALCYCLIST",13,12,0,0,5,7
"1477","NORWOOD PARK","2016","PEDESTRIAN",14,13,1,1,6,6
"1478","NORWOOD PARK","2016","Vehicle/Other",1262,242,2,27,126,89
"1479","NORWOOD PARK","2017","PEDALCYCLIST",15,16,0,2,7,7
"1480","NORWOOD PARK","2017","PEDESTRIAN",14,12,1,1,4,7
"1481","NORWOOD PARK","2017","Vehicle/Other",1334,201,3,28,99,74
"1482","OAKLAND","2009","PEDALCYCLIST",1,1,0,1,0,0
"1483","OAKLAND","2009","PEDESTRIAN",1,1,0,1,0,0
"1484","OAKLAND","2009","Vehicle/Other",83,26,0,3,13,10
"1485","OAKLAND","2010","PEDALCYCLIST",1,1,0,0,0,1
"1486","OAKLAND","2010","PEDESTRIAN",1,1,0,0,0,1
"1487","OAKLAND","2010","Vehicle/Other",70,16,0,0,9,7
"1488","OAKLAND","2011","PEDESTRIAN",4,4,0,0,2,2
"1489","OAKLAND","2011","Vehicle/Other",90,31,0,4,15,12
"1490","OAKLAND","2012","PEDALCYCLIST",1,1,0,0,1,0
"1491","OAKLAND","2012","PEDESTRIAN",8,8,0,0,4,4
"1492","OAKLAND","2012","Vehicle/Other",88,38,0,1,23,14
"1493","OAKLAND","2013","PEDALCYCLIST",1,1,0,0,1,0
"1494","OAKLAND","2013","PEDESTRIAN",1,1,0,0,0,1
"1495","OAKLAND","2013","Vehicle/Other",78,13,0,5,4,4
"1496","OAKLAND","2014","PEDESTRIAN",6,5,0,1,2,2
"1497","OAKLAND","2014","Vehicle/Other",102,43,2,5,21,17
"1498","OAKLAND","2015","PEDALCYCLIST",2,2,0,2,0,0
"1499","OAKLAND","2015","PEDESTRIAN",5,5,0,2,2,1
"1500","OAKLAND","2015","Vehicle/Other",109,39,0,5,20,14
"1501","OAKLAND","2016","PEDALCYCLIST",1,1,0,1,0,0
"1502","OAKLAND","2016","PEDESTRIAN",2,2,0,2,0,0
"1503","OAKLAND","2016","Vehicle/Other",137,53,0,4,24,25
"1504","OAKLAND","2017","PEDALCYCLIST",2,2,0,1,1,0
"1505","OAKLAND","2017","PEDESTRIAN",1,1,0,0,1,0
"1506","OAKLAND","2017","Vehicle/Other",153,56,1,7,34,15
"1507","OHARE","2009","PEDALCYCLIST",2,2,0,0,1,1
"1508","OHARE","2009","PEDESTRIAN",17,17,0,3,6,8
"1509","OHARE","2009","Vehicle/Other",759,139,2,12,68,59
"1510","OHARE","2010","PEDALCYCLIST",2,2,0,1,1,0
"1511","OHARE","2010","PEDESTRIAN",11,11,0,1,3,7
"1512","OHARE","2010","Vehicle/Other",658,144,3,8,72,64
"1513","OHARE","2011","PEDESTRIAN",14,14,0,1,5,8
"1514","OHARE","2011","Vehicle/Other",709,143,0,15,54,74
"1515","OHARE","2012","PEDESTRIAN",13,13,0,2,6,5
"1516","OHARE","2012","Vehicle/Other",718,153,0,29,55,69
"1517","OHARE","2013","PEDESTRIAN",22,22,1,5,12,5
"1518","OHARE","2013","Vehicle/Other",825,148,1,34,60,54
"1519","OHARE","2014","PEDESTRIAN",18,16,0,3,8,5
"1520","OHARE","2014","Vehicle/Other",912,195,1,30,84,81
"1521","OHARE","2015","PEDALCYCLIST",2,2,0,0,1,1
"1522","OHARE","2015","PEDESTRIAN",20,21,0,2,12,7
"1523","OHARE","2015","Vehicle/Other",1103,215,1,43,96,76
"1524","OHARE","2016","PEDALCYCLIST",1,1,0,0,1,0
"1525","OHARE","2016","PEDESTRIAN",21,21,0,3,9,9
"1526","OHARE","2016","Vehicle/Other",1134,189,1,44,73,72
"1527","OHARE","2017","PEDALCYCLIST",2,2,0,0,1,1
"1528","OHARE","2017","PEDESTRIAN",20,18,1,1,7,10
"1529","OHARE","2017","Vehicle/Other",1234,182,0,16,92,74
"1530","PORTAGE PARK","2009","PEDALCYCLIST",27,27,0,3,13,11
"1531","PORTAGE PARK","2009","PEDESTRIAN",50,48,1,5,19,24
"1532","PORTAGE PARK","2009","Vehicle/Other",1879,330,0,28,142,160
"1533","PORTAGE PARK","2010","PEDALCYCLIST",30,31,0,0,19,12
"1534","PORTAGE PARK","2010","PEDESTRIAN",60,63,0,8,34,21
"1535","PORTAGE PARK","2010","Vehicle/Other",1863,309,1,23,158,128
"1536","PORTAGE PARK","2011","PEDALCYCLIST",35,33,0,2,20,11
"1537","PORTAGE PARK","2011","PEDESTRIAN",53,52,1,12,23,17
"1538","PORTAGE PARK","2011","Vehicle/Other",1700,268,2,25,115,128
"1539","PORTAGE PARK","2012","PEDALCYCLIST",33,34,0,1,13,20
"1540","PORTAGE PARK","2012","PEDESTRIAN",46,46,0,3,25,18
"1541","PORTAGE PARK","2012","Vehicle/Other",1713,272,2,16,134,122
"1542","PORTAGE PARK","2013","PEDALCYCLIST",38,35,1,3,27,5
"1543","PORTAGE PARK","2013","PEDESTRIAN",42,45,0,9,21,15
"1544","PORTAGE PARK","2013","Vehicle/Other",1715,263,2,32,118,113
"1545","PORTAGE PARK","2014","PEDALCYCLIST",35,31,1,5,18,8
"1546","PORTAGE PARK","2014","PEDESTRIAN",45,40,1,4,22,14
"1547","PORTAGE PARK","2014","Vehicle/Other",1693,212,0,32,99,81
"1548","PORTAGE PARK","2015","PEDALCYCLIST",41,40,0,4,23,13
"1549","PORTAGE PARK","2015","PEDESTRIAN",41,40,1,10,21,9
"1550","PORTAGE PARK","2015","Vehicle/Other",1717,208,1,31,100,77
"1551","PORTAGE PARK","2016","PEDALCYCLIST",25,24,0,2,11,11
"1552","PORTAGE PARK","2016","PEDESTRIAN",43,41,2,5,18,18
"1553","PORTAGE PARK","2016","Vehicle/Other",1795,211,3,25,88,98
"1554","PORTAGE PARK","2017","PEDALCYCLIST",23,22,0,2,12,8
"1555","PORTAGE PARK","2017","PEDESTRIAN",42,42,0,11,21,10
"1556","PORTAGE PARK","2017","Vehicle/Other",1733,233,1,30,106,97
"1557","PORTAGE PARK",NA,"Vehicle/Other",1,0,0,0,0,0
"1558","PULLMAN","2009","PEDESTRIAN",4,5,0,0,2,3
"1559","PULLMAN","2009","Vehicle/Other",262,70,2,12,35,23
"1560","PULLMAN","2010","PEDESTRIAN",1,1,0,0,1,0
"1561","PULLMAN","2010","Vehicle/Other",214,69,1,11,27,31
"1562","PULLMAN","2011","PEDESTRIAN",5,5,0,0,4,1
"1563","PULLMAN","2011","Vehicle/Other",228,57,0,8,36,13
"1564","PULLMAN","2012","PEDALCYCLIST",1,1,0,0,1,0
"1565","PULLMAN","2012","PEDESTRIAN",2,1,2,0,1,0
"1566","PULLMAN","2012","Vehicle/Other",247,68,2,6,44,18
"1567","PULLMAN","2013","PEDALCYCLIST",3,3,0,1,2,0
"1568","PULLMAN","2013","PEDESTRIAN",2,2,0,0,1,1
"1569","PULLMAN","2013","Vehicle/Other",214,65,0,7,49,9
"1570","PULLMAN","2014","PEDALCYCLIST",1,1,0,0,1,0
"1571","PULLMAN","2014","PEDESTRIAN",7,6,0,0,3,3
"1572","PULLMAN","2014","Vehicle/Other",326,52,2,9,26,17
"1573","PULLMAN","2015","PEDALCYCLIST",1,1,0,0,1,0
"1574","PULLMAN","2015","PEDESTRIAN",3,3,0,0,2,1
"1575","PULLMAN","2015","Vehicle/Other",365,85,2,5,52,28
"1576","PULLMAN","2016","PEDESTRIAN",3,4,0,0,3,1
"1577","PULLMAN","2016","Vehicle/Other",401,111,0,3,69,39
"1578","PULLMAN","2017","PEDALCYCLIST",2,2,0,0,2,0
"1579","PULLMAN","2017","PEDESTRIAN",4,3,1,0,2,1
"1580","PULLMAN","2017","Vehicle/Other",389,106,0,10,71,25
"1581","RIVERDALE","2009","PEDESTRIAN",4,5,0,0,1,4
"1582","RIVERDALE","2009","Vehicle/Other",253,94,0,15,40,39
"1583","RIVERDALE","2010","PEDALCYCLIST",1,1,0,0,1,0
"1584","RIVERDALE","2010","PEDESTRIAN",3,3,0,1,2,0
"1585","RIVERDALE","2010","Vehicle/Other",245,74,1,8,43,23
"1586","RIVERDALE","2011","PEDESTRIAN",9,8,0,1,3,4
"1587","RIVERDALE","2011","Vehicle/Other",219,80,3,4,51,25
"1588","RIVERDALE","2012","PEDESTRIAN",4,4,0,1,2,1
"1589","RIVERDALE","2012","Vehicle/Other",229,98,1,13,53,32
"1590","RIVERDALE","2013","PEDALCYCLIST",2,1,0,0,0,1
"1591","RIVERDALE","2013","PEDESTRIAN",5,8,0,1,4,3
"1592","RIVERDALE","2013","Vehicle/Other",218,67,0,7,47,13
"1593","RIVERDALE","2014","PEDESTRIAN",4,4,0,1,3,0
"1594","RIVERDALE","2014","Vehicle/Other",283,73,1,5,49,19
"1595","RIVERDALE","2015","PEDESTRIAN",5,5,0,1,3,1
"1596","RIVERDALE","2015","Vehicle/Other",297,81,0,7,43,31
"1597","RIVERDALE","2016","PEDALCYCLIST",1,0,0,0,0,0
"1598","RIVERDALE","2016","PEDESTRIAN",6,6,0,0,2,4
"1599","RIVERDALE","2016","Vehicle/Other",384,125,2,13,67,45
"1600","RIVERDALE","2017","PEDALCYCLIST",1,1,0,0,0,1
"1601","RIVERDALE","2017","PEDESTRIAN",5,5,1,2,1,2
"1602","RIVERDALE","2017","Vehicle/Other",374,132,0,6,96,30
"1603","ROGERS PARK","2009","PEDALCYCLIST",30,27,0,3,11,13
"1604","ROGERS PARK","2009","PEDESTRIAN",50,50,2,5,28,17
"1605","ROGERS PARK","2009","Vehicle/Other",936,135,1,14,71,50
"1606","ROGERS PARK","2010","PEDALCYCLIST",34,33,0,3,19,11
"1607","ROGERS PARK","2010","PEDESTRIAN",37,39,1,4,15,20
"1608","ROGERS PARK","2010","Vehicle/Other",878,120,1,2,58,60
"1609","ROGERS PARK","2011","PEDALCYCLIST",19,17,0,2,9,6
"1610","ROGERS PARK","2011","PEDESTRIAN",38,38,0,6,17,15
"1611","ROGERS PARK","2011","Vehicle/Other",802,110,0,11,48,51
"1612","ROGERS PARK","2012","PEDALCYCLIST",30,29,0,3,17,9
"1613","ROGERS PARK","2012","PEDESTRIAN",47,47,1,10,23,14
"1614","ROGERS PARK","2012","Vehicle/Other",807,117,0,8,57,52
"1615","ROGERS PARK","2013","PEDALCYCLIST",29,24,0,2,15,7
"1616","ROGERS PARK","2013","PEDESTRIAN",29,27,0,2,15,10
"1617","ROGERS PARK","2013","Vehicle/Other",851,122,0,9,54,59
"1618","ROGERS PARK","2014","PEDALCYCLIST",24,23,0,3,17,3
"1619","ROGERS PARK","2014","PEDESTRIAN",29,26,0,3,15,8
"1620","ROGERS PARK","2014","Vehicle/Other",833,104,0,17,38,49
"1621","ROGERS PARK","2015","PEDALCYCLIST",33,32,0,4,20,8
"1622","ROGERS PARK","2015","PEDESTRIAN",36,35,1,6,25,4
"1623","ROGERS PARK","2015","Vehicle/Other",818,102,0,12,51,39
"1624","ROGERS PARK","2016","PEDALCYCLIST",23,23,0,2,11,10
"1625","ROGERS PARK","2016","PEDESTRIAN",48,45,3,6,24,15
"1626","ROGERS PARK","2016","Vehicle/Other",917,126,0,11,77,38
"1627","ROGERS PARK","2017","PEDALCYCLIST",24,24,0,1,17,6
"1628","ROGERS PARK","2017","PEDESTRIAN",33,34,0,8,20,6
"1629","ROGERS PARK","2017","Vehicle/Other",907,102,0,10,58,34
"1630","ROSELAND","2009","PEDALCYCLIST",11,11,1,3,5,3
"1631","ROSELAND","2009","PEDESTRIAN",69,69,0,8,32,29
"1632","ROSELAND","2009","Vehicle/Other",1221,430,3,39,231,160
"1633","ROSELAND","2010","PEDALCYCLIST",21,21,0,0,10,11
"1634","ROSELAND","2010","PEDESTRIAN",62,66,0,5,31,30
"1635","ROSELAND","2010","Vehicle/Other",1256,436,6,31,228,177
"1636","ROSELAND","2011","PEDALCYCLIST",13,15,0,1,7,7
"1637","ROSELAND","2011","PEDESTRIAN",44,44,0,7,28,9
"1638","ROSELAND","2011","Vehicle/Other",1130,385,1,45,168,172
"1639","ROSELAND","2012","PEDALCYCLIST",10,9,0,1,6,2
"1640","ROSELAND","2012","PEDESTRIAN",44,42,3,6,21,15
"1641","ROSELAND","2012","Vehicle/Other",1094,365,1,44,191,130
"1642","ROSELAND","2013","PEDALCYCLIST",8,7,0,0,5,2
"1643","ROSELAND","2013","PEDESTRIAN",45,44,0,8,27,9
"1644","ROSELAND","2013","Vehicle/Other",1119,329,7,30,172,127
"1645","ROSELAND","2014","PEDALCYCLIST",6,5,0,0,5,0
"1646","ROSELAND","2014","PEDESTRIAN",34,32,0,8,20,4
"1647","ROSELAND","2014","Vehicle/Other",1182,312,1,38,154,120
"1648","ROSELAND","2015","PEDALCYCLIST",8,8,0,0,8,0
"1649","ROSELAND","2015","PEDESTRIAN",42,41,0,8,24,9
"1650","ROSELAND","2015","Vehicle/Other",1359,362,2,22,163,177
"1651","ROSELAND","2016","PEDALCYCLIST",10,9,0,0,3,6
"1652","ROSELAND","2016","PEDESTRIAN",28,29,0,2,14,13
"1653","ROSELAND","2016","Vehicle/Other",1572,411,1,36,244,131
"1654","ROSELAND","2017","PEDALCYCLIST",7,7,0,0,3,4
"1655","ROSELAND","2017","PEDESTRIAN",26,27,0,4,17,6
"1656","ROSELAND","2017","Vehicle/Other",1596,347,2,39,184,124
"1657","SOUTH CHICAGO","2009","PEDALCYCLIST",5,5,0,0,4,1
"1658","SOUTH CHICAGO","2009","PEDESTRIAN",26,27,0,7,12,8
"1659","SOUTH CHICAGO","2009","Vehicle/Other",488,118,0,21,67,30
"1660","SOUTH CHICAGO","2010","PEDALCYCLIST",5,4,1,1,2,1
"1661","SOUTH CHICAGO","2010","PEDESTRIAN",33,32,2,3,23,6
"1662","SOUTH CHICAGO","2010","Vehicle/Other",457,114,1,7,62,45
"1663","SOUTH CHICAGO","2011","PEDALCYCLIST",9,8,1,2,5,1
"1664","SOUTH CHICAGO","2011","PEDESTRIAN",23,23,0,4,12,7
"1665","SOUTH CHICAGO","2011","Vehicle/Other",434,110,0,12,79,19
"1666","SOUTH CHICAGO","2012","PEDALCYCLIST",5,5,0,1,4,0
"1667","SOUTH CHICAGO","2012","PEDESTRIAN",24,23,0,5,9,9
"1668","SOUTH CHICAGO","2012","Vehicle/Other",423,101,0,8,47,46
"1669","SOUTH CHICAGO","2013","PEDALCYCLIST",3,3,0,1,2,0
"1670","SOUTH CHICAGO","2013","PEDESTRIAN",24,26,0,3,17,6
"1671","SOUTH CHICAGO","2013","Vehicle/Other",423,116,2,21,51,44
"1672","SOUTH CHICAGO","2014","PEDALCYCLIST",6,6,0,0,5,1
"1673","SOUTH CHICAGO","2014","PEDESTRIAN",21,21,0,5,13,3
"1674","SOUTH CHICAGO","2014","Vehicle/Other",424,100,1,8,56,36
"1675","SOUTH CHICAGO","2015","PEDALCYCLIST",5,5,0,2,2,1
"1676","SOUTH CHICAGO","2015","PEDESTRIAN",30,30,0,9,15,6
"1677","SOUTH CHICAGO","2015","Vehicle/Other",455,104,0,15,43,46
"1678","SOUTH CHICAGO","2016","PEDALCYCLIST",9,10,0,0,5,5
"1679","SOUTH CHICAGO","2016","PEDESTRIAN",17,17,0,2,9,6
"1680","SOUTH CHICAGO","2016","Vehicle/Other",541,116,0,6,76,34
"1681","SOUTH CHICAGO","2017","PEDALCYCLIST",5,6,0,0,6,0
"1682","SOUTH CHICAGO","2017","PEDESTRIAN",29,28,2,3,17,8
"1683","SOUTH CHICAGO","2017","Vehicle/Other",530,134,1,15,70,49
"1684","SOUTH DEERING","2009","PEDALCYCLIST",5,4,0,0,2,2
"1685","SOUTH DEERING","2009","PEDESTRIAN",9,9,3,2,2,5
"1686","SOUTH DEERING","2009","Vehicle/Other",668,220,4,27,113,80
"1687","SOUTH DEERING","2010","PEDALCYCLIST",5,5,0,1,3,1
"1688","SOUTH DEERING","2010","PEDESTRIAN",9,9,0,1,6,2
"1689","SOUTH DEERING","2010","Vehicle/Other",634,210,0,21,103,86
"1690","SOUTH DEERING","2011","PEDALCYCLIST",2,1,0,0,1,0
"1691","SOUTH DEERING","2011","PEDESTRIAN",10,11,0,2,6,3
"1692","SOUTH DEERING","2011","Vehicle/Other",682,197,4,20,103,74
"1693","SOUTH DEERING","2012","PEDALCYCLIST",4,4,0,0,4,0
"1694","SOUTH DEERING","2012","PEDESTRIAN",14,14,1,2,9,3
"1695","SOUTH DEERING","2012","Vehicle/Other",559,197,4,29,105,63
"1696","SOUTH DEERING","2013","PEDALCYCLIST",2,2,0,1,0,1
"1697","SOUTH DEERING","2013","PEDESTRIAN",14,17,0,3,11,3
"1698","SOUTH DEERING","2013","Vehicle/Other",687,226,4,35,126,65
"1699","SOUTH DEERING","2014","PEDALCYCLIST",2,2,0,0,2,0
"1700","SOUTH DEERING","2014","PEDESTRIAN",9,7,1,1,6,0
"1701","SOUTH DEERING","2014","Vehicle/Other",707,181,3,24,116,41
"1702","SOUTH DEERING","2015","PEDALCYCLIST",2,2,0,0,2,0
"1703","SOUTH DEERING","2015","PEDESTRIAN",11,12,0,1,7,4
"1704","SOUTH DEERING","2015","Vehicle/Other",690,195,1,21,111,63
"1705","SOUTH DEERING","2016","PEDALCYCLIST",3,3,0,0,1,2
"1706","SOUTH DEERING","2016","PEDESTRIAN",18,18,0,5,6,7
"1707","SOUTH DEERING","2016","Vehicle/Other",768,219,0,19,150,50
"1708","SOUTH DEERING","2017","PEDALCYCLIST",2,2,0,0,1,1
"1709","SOUTH DEERING","2017","PEDESTRIAN",7,6,0,0,4,2
"1710","SOUTH DEERING","2017","Vehicle/Other",888,240,4,24,138,78
"1711","SOUTH LAWNDALE","2009","PEDALCYCLIST",13,13,0,2,6,5
"1712","SOUTH LAWNDALE","2009","PEDESTRIAN",82,85,0,11,38,36
"1713","SOUTH LAWNDALE","2009","Vehicle/Other",1162,215,2,27,102,86
"1714","SOUTH LAWNDALE","2010","PEDALCYCLIST",20,20,0,2,8,10
"1715","SOUTH LAWNDALE","2010","PEDESTRIAN",59,62,0,7,26,29
"1716","SOUTH LAWNDALE","2010","Vehicle/Other",1107,245,2,21,132,92
"1717","SOUTH LAWNDALE","2011","PEDALCYCLIST",17,16,1,4,6,6
"1718","SOUTH LAWNDALE","2011","PEDESTRIAN",70,71,1,13,30,28
"1719","SOUTH LAWNDALE","2011","Vehicle/Other",1092,185,1,13,93,79
"1720","SOUTH LAWNDALE","2012","PEDALCYCLIST",24,25,0,4,13,8
"1721","SOUTH LAWNDALE","2012","PEDESTRIAN",54,52,4,7,26,19
"1722","SOUTH LAWNDALE","2012","Vehicle/Other",1146,232,5,24,110,98
"1723","SOUTH LAWNDALE","2013","PEDALCYCLIST",19,18,0,3,7,8
"1724","SOUTH LAWNDALE","2013","PEDESTRIAN",60,61,0,5,35,21
"1725","SOUTH LAWNDALE","2013","Vehicle/Other",1135,247,0,42,98,107
"1726","SOUTH LAWNDALE","2014","PEDALCYCLIST",14,14,0,2,7,5
"1727","SOUTH LAWNDALE","2014","PEDESTRIAN",54,56,1,10,28,18
"1728","SOUTH LAWNDALE","2014","Vehicle/Other",1132,204,1,16,73,115
"1729","SOUTH LAWNDALE","2015","PEDALCYCLIST",18,18,0,3,9,6
"1730","SOUTH LAWNDALE","2015","PEDESTRIAN",62,59,0,8,34,17
"1731","SOUTH LAWNDALE","2015","Vehicle/Other",1260,188,0,15,79,94
"1732","SOUTH LAWNDALE","2016","PEDALCYCLIST",23,24,0,3,14,7
"1733","SOUTH LAWNDALE","2016","PEDESTRIAN",61,58,1,11,24,23
"1734","SOUTH LAWNDALE","2016","Vehicle/Other",1420,222,0,14,104,104
"1735","SOUTH LAWNDALE","2017","PEDALCYCLIST",21,21,0,4,9,8
"1736","SOUTH LAWNDALE","2017","PEDESTRIAN",65,69,1,12,38,19
"1737","SOUTH LAWNDALE","2017","Vehicle/Other",1477,296,2,28,132,136
"1738","SOUTH SHORE","2009","PEDALCYCLIST",20,19,0,1,8,10
"1739","SOUTH SHORE","2009","PEDESTRIAN",53,54,1,7,26,21
"1740","SOUTH SHORE","2009","Vehicle/Other",1078,316,1,18,138,160
"1741","SOUTH SHORE","2010","PEDALCYCLIST",21,22,0,1,12,9
"1742","SOUTH SHORE","2010","PEDESTRIAN",54,53,2,4,32,17
"1743","SOUTH SHORE","2010","Vehicle/Other",1034,257,1,31,110,116
"1744","SOUTH SHORE","2011","PEDALCYCLIST",12,14,0,4,8,2
"1745","SOUTH SHORE","2011","PEDESTRIAN",52,53,1,7,27,19
"1746","SOUTH SHORE","2011","Vehicle/Other",1025,296,1,11,131,154
"1747","SOUTH SHORE","2012","PEDALCYCLIST",6,6,0,0,5,1
"1748","SOUTH SHORE","2012","PEDESTRIAN",57,56,1,7,28,21
"1749","SOUTH SHORE","2012","Vehicle/Other",1000,241,1,20,123,98
"1750","SOUTH SHORE","2013","PEDALCYCLIST",9,9,0,0,5,4
"1751","SOUTH SHORE","2013","PEDESTRIAN",51,51,0,8,31,12
"1752","SOUTH SHORE","2013","Vehicle/Other",942,252,4,20,133,99
"1753","SOUTH SHORE","2014","PEDALCYCLIST",10,11,0,0,6,5
"1754","SOUTH SHORE","2014","PEDESTRIAN",51,52,1,10,29,13
"1755","SOUTH SHORE","2014","Vehicle/Other",1011,234,0,16,98,120
"1756","SOUTH SHORE","2015","PEDALCYCLIST",8,7,2,1,4,2
"1757","SOUTH SHORE","2015","PEDESTRIAN",52,52,1,11,30,11
"1758","SOUTH SHORE","2015","Vehicle/Other",1138,325,1,21,167,137
"1759","SOUTH SHORE","2016","PEDALCYCLIST",9,8,0,1,3,4
"1760","SOUTH SHORE","2016","PEDESTRIAN",42,46,1,10,28,8
"1761","SOUTH SHORE","2016","Vehicle/Other",1324,337,0,17,184,136
"1762","SOUTH SHORE","2017","PEDALCYCLIST",6,6,0,0,5,1
"1763","SOUTH SHORE","2017","PEDESTRIAN",53,55,0,10,31,14
"1764","SOUTH SHORE","2017","Vehicle/Other",1339,330,0,26,178,126
"1765","SOUTH SHORE",NA,"Vehicle/Other",1,0,0,0,0,0
"1766","UPTOWN","2009","PEDALCYCLIST",37,36,0,4,18,14
"1767","UPTOWN","2009","PEDESTRIAN",57,60,1,5,19,36
"1768","UPTOWN","2009","Vehicle/Other",980,119,2,12,60,47
"1769","UPTOWN","2010","PEDALCYCLIST",69,64,0,6,32,26
"1770","UPTOWN","2010","PEDESTRIAN",41,42,0,5,20,17
"1771","UPTOWN","2010","Vehicle/Other",936,135,1,13,58,64
"1772","UPTOWN","2011","PEDALCYCLIST",44,42,0,5,24,13
"1773","UPTOWN","2011","PEDESTRIAN",44,43,1,8,16,19
"1774","UPTOWN","2011","Vehicle/Other",866,115,0,7,60,48
"1775","UPTOWN","2012","PEDALCYCLIST",43,43,0,5,24,14
"1776","UPTOWN","2012","PEDESTRIAN",43,41,2,6,15,20
"1777","UPTOWN","2012","Vehicle/Other",808,127,3,18,53,56
"1778","UPTOWN","2013","PEDALCYCLIST",64,60,0,6,40,14
"1779","UPTOWN","2013","PEDESTRIAN",30,30,0,2,18,10
"1780","UPTOWN","2013","Vehicle/Other",970,145,1,27,64,54
"1781","UPTOWN","2014","PEDALCYCLIST",31,31,0,1,20,10
"1782","UPTOWN","2014","PEDESTRIAN",38,38,0,2,27,9
"1783","UPTOWN","2014","Vehicle/Other",927,129,0,20,57,52
"1784","UPTOWN","2015","PEDALCYCLIST",47,47,0,5,31,11
"1785","UPTOWN","2015","PEDESTRIAN",45,45,1,8,29,8
"1786","UPTOWN","2015","Vehicle/Other",935,126,0,15,51,60
"1787","UPTOWN","2016","PEDALCYCLIST",41,40,0,1,17,22
"1788","UPTOWN","2016","PEDESTRIAN",36,36,0,6,16,14
"1789","UPTOWN","2016","Vehicle/Other",942,121,2,15,54,52
"1790","UPTOWN","2017","PEDALCYCLIST",35,33,0,2,23,8
"1791","UPTOWN","2017","PEDESTRIAN",50,48,1,15,17,16
"1792","UPTOWN","2017","Vehicle/Other",957,151,1,20,75,56
"1793","UPTOWN",NA,"Vehicle/Other",1,0,0,0,0,0
"1794","WASHINGTON HEIGHTS","2009","PEDALCYCLIST",3,3,0,0,2,1
"1795","WASHINGTON HEIGHTS","2009","PEDESTRIAN",23,23,0,7,8,8
"1796","WASHINGTON HEIGHTS","2009","Vehicle/Other",930,258,3,20,128,110
"1797","WASHINGTON HEIGHTS","2010","PEDALCYCLIST",11,10,0,1,5,4
"1798","WASHINGTON HEIGHTS","2010","PEDESTRIAN",22,24,1,3,17,4
"1799","WASHINGTON HEIGHTS","2010","Vehicle/Other",870,298,1,27,147,124
"1800","WASHINGTON HEIGHTS","2011","PEDALCYCLIST",4,4,0,1,3,0
"1801","WASHINGTON HEIGHTS","2011","PEDESTRIAN",23,23,0,1,14,8
"1802","WASHINGTON HEIGHTS","2011","Vehicle/Other",786,246,1,41,91,114
"1803","WASHINGTON HEIGHTS","2012","PEDALCYCLIST",5,4,0,0,2,2
"1804","WASHINGTON HEIGHTS","2012","PEDESTRIAN",23,21,1,1,14,6
"1805","WASHINGTON HEIGHTS","2012","Vehicle/Other",764,221,0,23,109,89
"1806","WASHINGTON HEIGHTS","2013","PEDALCYCLIST",1,1,0,0,1,0
"1807","WASHINGTON HEIGHTS","2013","PEDESTRIAN",21,24,0,4,13,7
"1808","WASHINGTON HEIGHTS","2013","Vehicle/Other",772,233,3,23,136,74
"1809","WASHINGTON HEIGHTS","2014","PEDALCYCLIST",8,8,0,3,2,3
"1810","WASHINGTON HEIGHTS","2014","PEDESTRIAN",22,22,0,4,10,8
"1811","WASHINGTON HEIGHTS","2014","Vehicle/Other",834,213,0,37,95,81
"1812","WASHINGTON HEIGHTS","2015","PEDALCYCLIST",4,4,0,1,2,1
"1813","WASHINGTON HEIGHTS","2015","PEDESTRIAN",27,32,1,9,16,7
"1814","WASHINGTON HEIGHTS","2015","Vehicle/Other",964,275,2,28,136,111
"1815","WASHINGTON HEIGHTS","2016","PEDALCYCLIST",4,4,0,0,3,1
"1816","WASHINGTON HEIGHTS","2016","PEDESTRIAN",25,24,0,4,8,12
"1817","WASHINGTON HEIGHTS","2016","Vehicle/Other",1111,299,4,24,157,118
"1818","WASHINGTON HEIGHTS","2017","PEDALCYCLIST",3,3,0,0,3,0
"1819","WASHINGTON HEIGHTS","2017","PEDESTRIAN",16,15,0,1,10,4
"1820","WASHINGTON HEIGHTS","2017","Vehicle/Other",1289,339,5,27,179,133
